University,State,Private,SATm,SATv,SAT,ACT,SATm25,SATm75,SATv25,SATv75,ACT25,ACT75,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Instate,Outstate,Room.Board,Room,Board,Fees,Books,Personal,PhD,Terminal,S.F.Ratio,perc.Alumni,Expend,Grad.Rate,Sal.Prof,Sal.Assoc,Sal.Assist,Sal.All,Comp.Prof,Comp.Assoc,Comp.Assist,Comp.All,Num.Prof,Num.Assoc,Num.Assist,Num.Instruct,Num.Faculty
Salisbury State University,MD,1,554,491,1045,22,520,620,440,540,21,24,4216,2290,736,20,52,4296,1027,2328,5130,4690,2190,2500,766,600,1450,73,75,17.9,18,5125,56,543,445,357,404,679,562,458,513,54,63,78,8,240
St. John's College,MD,2,*,*,*,*,530,660,580,680,*,*,323,278,122,31,51,393,4,16150,16150,5450,5450,*,200,275,800,63,72,7.2,26,15622,64,*,*,*,437,*,*,*,572,0,0,0,0,43
St. Mary's College of Maryland,MD,1,615,579,1194,*,570,670,530,630,*,*,1340,695,285,42,73,1315,209,4000,6800,4730,4730,*,915,675,1250,84,89,11.6,23,10357,63,560,426,347,426,686,533,430,526,24,35,29,9,97
Towson State University,MD,1,516,467,983,*,470,560,420,510,*,*,6151,3837,1215,*,*,9247,3584,2166,5166,4480,2660,1820,1121,660,1053,76,84,17.6,24,5401,60,531,433,388,439,692,565,505,573,141,136,169,25,471
United States Naval Academy,MD,1,633,538,1171,*,610,710,520,610,*,*,11522,1463,1181,50,85,4125,*,*,*,*,*,*,*,*,*,54,54,6.8,*,40020,94,595,455,377,492,721,556,466,600,125,100,67,7,299
University of Maryland at College Park,MD,1,584,501,1085,*,530,640,440,550,*,*,14292,10315,3409,22,53,19340,3991,2919,8723,5146,2899,2247,561,550,1550,89,92,18.1,12,9021,63,703,487,406,539,865,608,505,669,535,388,163,133,1285
University of Maryland at Baltimore County,MD,1,578,505,1083,23,510,640,440,560,*,*,4269,2594,985,27,57,6476,2592,3338,8594,4408,1930,2478,*,494,2768,82,88,18.4,6,7618,55,638,455,395,464,783,571,491,577,87,119,104,32,353
University of Maryland Eastern Shore,MD,1,380,359,739,*,*,*,*,*,*,*,1600,1016,508,*,*,2067,199,2674,7014,3580,2080,1500,*,500,*,56,60,17.8,*,5191,35,500,455,388,379,630,572,493,482,8,33,25,5,113
Washington College,MD,2,551,516,1067,*,470,590,450,570,*,*,1209,942,214,31,60,822,46,15276,15276,5318,2372,2946,*,500,300,79,86,11.2,37,10830,65,496,419,348,443,637,532,421,562,33,12,15,0,60
Western Maryland College,MD,2,527,484,1011,*,450,580,420,550,*,*,1205,984,278,31,50,1071,98,14510,14510,5340,2430,2910,*,500,1400,84,91,12.5,39,10026,60,477,379,313,412,612,489,400,530,36,30,10,3,79
University of Maine at Presque Isle,ME,1,433,388,821,*,340,480,340,470,*,*,461,381,235,10,40,974,503,2700,6600,3630,1904,1726,200,400,1675,67,67,15.2,11,6408,35,439,354,302,343,562,453,389,440,15,19,25,4,67
Bates College,ME,2,640,590,1230,*,590,690,540,630,*,*,3461,1541,577,53,90,1599,*,25180,25180,*,*,*,*,650,1120,79,90,9.8,40,16444,93,671,490,404,518,824,600,494,635,45,31,45,6,127
Bowdoin College,ME,2,640,580,1220,*,570,690,520,620,*,*,3356,1019,418,76,100,1490,8,19030,19030,5885,2620,3265,325,1495,875,93,96,11.2,52,20447,96,738,527,418,554,918,651,503,682,41,40,35,4,123
Colby College,ME,2,610,560,1170,26,570,600,520,660,25,29,2848,1319,456,58,84,1720,35,18930,18930,5590,2890,2700,900,500,1000,83,94,10.2,41,15954,91,745,515,383,524,904,622,453,629,43,33,60,4,140
University of Maine at Farmington,ME,1,*,*,*,*,*,*,*,*,*,*,1208,803,438,20,48,1906,344,2790,6810,3970,2124,1846,240,450,1647,67,75,15.9,26,5712,59,464,348,292,385,594,448,377,496,47,26,13,14,101
University of Maine at Fort Kent,ME,1,415,383,798,*,360,500,350,450,*,*,225,168,104,5,28,467,174,1968,4800,3395,1675,1720,90,500,*,65,71,15.0,*,5632,38,436,347,320,356,555,442,415,456,9,10,12,2,33
Husson College,ME,2,435,383,818,*,*,*,*,*,*,*,723,652,361,10,30,951,706,7800,7800,4000,4000,*,100,350,1500,36,44,22.0,4,4923,84,407,358,302,334,454,401,338,374,12,13,18,6,49
University of New England,ME,2,470,430,900,*,400,530,370,490,*,*,1209,750,265,19,54,820,159,11450,11450,5045,5045,*,500,900,2500,72,75,11.4,13,9718,64,450,380,323,354,545,468,396,434,11,22,39,4,76
Saint Joseph's College,ME,2,460,420,880,*,390,510,370,470,*,*,833,682,217,12,33,716,2196,9985,9985,5180,*,*,295,500,800,53,89,27.2,8,4322,85,*,321,283,295,*,391,353,370,4,8,33,0,45
Thomas College,ME,2,460,370,830,*,420,550,340,450,*,*,356,312,139,18,65,388,412,8850,8850,4450,2300,2150,200,600,1000,29,29,21.8,*,5001,75,*,338,297,318,*,404,341,374,2,7,8,0,17
University of Maine at Orono,ME,1,525,464,989,*,460,580,410,520,*,*,5260,4589,1741,23,52,7366,1795,3085,7975,4385,4385,*,*,500,*,93,93,14.5,*,7379,56,574,436,366,449,716,552,463,566,122,197,102,19,452
University of Maine at Machias,ME,1,*,*,*,*,*,*,*,*,*,*,441,369,172,17,45,633,317,2700,6600,3680,1830,1850,175,600,400,46,46,15.1,4,5935,64,465,355,284,360,582,459,366,462,7,24,8,0,39
Unity College,ME,2,490,475,965,*,*,*,*,*,*,*,456,409,185,*,*,458,25,8750,9550,4750,2375,2375,425,400,700,45,48,11.4,*,6145,44,355,261,261,285,418,313,313,340,8,7,16,0,31
University of Southern Maine,ME,1,504,453,957,*,450,550,410,500,*,*,2335,1933,905,10,39,3556,2917,2880,8160,4219,*,*,226,500,1530,*,77,14.6,17,7391,*,584,439,362,459,724,558,459,578,78,144,61,7,291
Adrian College,MI,2,*,*,*,22,*,*,*,*,19,25,1428,1097,336,22,50,1036,99,11250,11250,3750,1590,2160,100,400,1165,53,66,12.9,30,8735,54,439,365,316,386,559,466,407,493,37,8,14,7,66
Albion College,MI,2,*,*,*,*,520,660,490,600,22,28,1899,1720,489,37,68,1594,32,13868,13868,4826,2426,2400,1042,450,850,89,100,13.7,37,11487,73,562,443,346,462,716,573,437,589,47,27,33,2,109
Alma College,MI,2,*,*,*,26,*,*,*,*,23,29,1267,1080,385,44,73,1306,28,12572,12572,4552,2226,2326,297,400,400,79,87,15.3,32,9305,68,523,408,335,422,645,515,423,527,25,27,21,2,75
Aquinas College,MI,2,*,*,*,*,*,*,*,*,18,25,619,516,219,20,51,1251,767,11208,11208,4124,4124,*,*,350,1615,55,65,12.7,25,6584,65,387,313,275,319,491,376,331,392,27,32,27,4,90
Calvin College,MI,2,567,505,1072,25,490,660,440,590,22,28,1784,1512,913,29,56,3401,136,10230,10230,3710,1570,2140,*,400,1210,75,81,14.8,41,7786,81,471,410,363,446,604,527,461,571,152,33,20,7,212
Central Michigan University,MI,1,*,*,*,*,*,*,*,*,18,23,7304,6263,2539,*,*,13244,1396,2725,6660,3836,*,*,250,600,1000,66,72,20.4,6,6965,70,588,460,397,490,768,612,534,648,230,191,137,23,581
Concordia College,MI,2,500,485,985,20,400,560,400,540,18,24,180,171,74,19,39,562,18,10430,10430,2960,*,*,*,400,500,55,55,11.6,6,*,84,342,304,257,289,428,377,340,369,10,12,15,3,40
William Tyndale College,MI,2,*,*,*,*,*,*,*,*,*,*,260,195,139,*,*,235,307,5519,5519,2400,*,2400,255,500,500,85,85,12.9,*,8336,16,309,*,*,295,377,*,*,362,1,2,4,0,7
Eastern Michigan University,MI,1,465,431,896,21,355,500,402,551,18,24,6693,5423,2242,*,*,13142,6421,2482,6360,4031,4031,*,233,600,1200,74,86,20.6,9,5955,49,560,447,389,462,722,590,519,605,318,171,160,17,729
Ferris State University,MI,1,*,*,*,*,*,*,*,*,16,20,8671,5855,3395,*,*,8996,1901,3412,6911,4171,4171,*,*,590,1082,38,38,18.2,9,6467,57,546,470,409,467,713,631,566,628,143,160,151,10,477
Grand Valley State University,MI,1,*,*,*,23,*,*,*,*,20,25,5165,3887,1561,20,60,8234,2619,2422,6108,3800,3800,*,120,500,1000,64,66,20.6,9,5063,57,568,479,387,467,726,619,508,604,91,105,118,7,321
Hope College,MI,2,*,*,*,*,490,660,430,570,22,28,1712,1483,624,37,69,2505,208,12275,12275,4341,1980,2361,84,465,1100,72,81,12.5,40,9284,72,515,420,350,443,681,559,455,585,70,49,38,2,159
Kalamazoo College,MI,2,626,575,1201,27,570,690,520,650,25,30,1224,1101,338,55,84,1218,*,16179,16179,5094,2667,2427,70,510,780,75,89,12.4,36,13207,74,553,440,352,452,696,569,440,571,36,25,24,7,92
Madonna University,MI,2,*,*,*,*,*,*,*,*,18,22,440,391,231,13,27,1367,2662,5040,5040,4152,2074,2078,40,395,1155,54,61,14.7,*,5518,57,482,395,352,382,576,465,430,459,19,12,42,11,84
Marygrove College,MI,2,*,*,*,*,*,*,*,*,*,*,*,177,125,10,75,602,488,8094,8094,3960,1100,880,48,566,*,51,73,10.6,3,5889,23,433,365,290,348,534,450,358,429,7,26,13,3,49
Michigan State University,MI,1,524,461,982,23,450,590,400,520,21,25,18114,15096,6180,23,57,26640,4120,4103,10658,3734,1646,2088,524,504,600,93,95,14.0,9,10520,71,651,493,413,555,843,663,569,732,949,494,350,47,1840
Michigan Technological University,MI,1,620,512,1132,26,550,690,440,580,23,28,2618,2288,1032,42,77,5524,414,3510,8127,3978,1836,2142,126,900,1200,82,82,17.0,25,7473,65,668,482,420,511,854,638,563,671,99,124,95,11,338
Lake Superior State University,MI,1,*,*,*,20,*,*,*,*,*,*,1406,1169,522,10,28,2432,592,3312,6456,4186,1625,2561,*,500,600,47,47,19.9,*,4310,51,510,446,357,422,661,596,473,557,32,35,38,7,112
Northern Michigan University,MI,1,*,*,*,*,*,*,*,*,18,23,4519,3844,1432,*,25,6261,1634,2076,3880,3908,*,*,50,400,1165,59,67,22.0,20,6886,51,571,459,347,467,749,609,468,619,149,72,61,21,329
Oakland University,MI,1,*,*,*,23,*,*,*,*,19,25,3041,2581,1173,16,56,6441,3982,3123,9114,4030,*,*,230,400,650,88,90,19.7,13,6637,53,633,518,432,534,831,690,582,710,123,142,85,8,358
Olivet College,MI,2,*,*,*,*,*,*,*,*,*,*,620,565,296,*,*,766,58,10500,10500,3500,1600,1900,*,550,500,53,58,16.0,*,6395,51,400,*,306,329,487,*,357,390,13,4,23,2,44
Saginaw Valley State University,MI,1,*,*,*,20,*,*,*,*,*,*,1549,1349,687,*,*,3598,2147,2674,5673,3650,3650,*,217,550,900,77,82,18.2,10,5391,40,499,448,364,446,642,586,482,580,91,40,29,6,174
Siena Heights College,MI,2,*,*,*,21,*,*,*,*,17,22,464,419,183,10,31,686,287,9240,9240,3880,1940,1940,*,475,1090,29,49,7.2,17,9431,47,*,342,300,325,*,443,383,418,2,31,23,1,57
Spring Arbor College,MI,2,*,*,*,21,*,*,*,*,18,24,372,362,181,15,32,1501,353,8600,8600,3550,1980,1570,106,385,665,48,48,15.4,9,10938,49,368,321,284,320,455,398,370,400,22,15,19,6,62
University of Michigan at Dearborn,MI,1,*,*,*,24,*,*,*,*,21,27,1796,1303,882,37,72,3493,3116,3440,10116,*,*,*,*,466,1862,80,83,18.0,9,6768,63,552,452,408,451,701,583,531,582,70,66,51,0,219
University of Michigan at Flint,MI,1,*,*,*,*,*,*,*,*,19,24,970,877,551,23,55,3105,2944,2916,9534,*,*,*,80,500,1000,70,74,17.7,2,5955,64,566,460,409,437,708,582,522,555,43,46,57,1,184
Wayne State University,MI,1,*,*,*,21,*,*,*,*,17,24,4219,3098,1543,*,44,9778,10455,3271,7162,3271,*,3271,100,468,*,85,88,10.9,*,10538,41,683,525,447,535,846,664,560,669,317,267,216,8,925
Western Michigan University,MI,1,*,*,*,23,*,*,*,*,20,25,9167,7191,2738,24,53,15739,4278,2785,6940,4100,1675,2425,455,500,1700,80,84,24.7,11,5983,55,603,489,396,502,755,620,505,633,285,233,189,24,731
Baker College of Flint,MI,2,*,*,*,*,*,*,*,*,*,*,1754,1754,1171,*,*,2805,1342,5760,5960,*,*,*,*,600,*,11,*,38.2,*,2589,*,*,*,370,385,*,*,481,496,5,4,25,2,36
Center for Creative Studies,MI,2,470,450,*,21,430,430,400,500,19,23,601,396,203,1,20,525,323,11230,11230,6643,3843,2800,130,2340,620,8,58,6.8,4,13025,47,401,333,263,360,489,413,331,442,29,11,6,2,48
University of Michigan at Ann Arbor,MI,1,634,543,1177,27,580,700,490,600,25,30,19152,12940,4893,66,92,22045,1339,5040,15732,4659,*,*,175,476,1600,90,98,11.5,26,14847,87,777,577,460,605,955,731,595,760,850,419,472,9,1968
Augsburg College,MN,2,580,460,1040,22,400,530,350,470,18,23,662,513,257,12,30,2074,726,11902,11902,4372,4372,*,112,540,950,65,65,12.8,31,7836,58,432,356,314,357,559,449,387,450,35,29,58,1,123
Bemidji State University,MN,1,*,*,*,*,*,*,*,*,18,23,1208,877,546,12,36,3796,824,2133,4425,2700,2700,*,382,660,1800,57,62,19.6,16,3752,46,490,403,341,419,629,520,443,539,91,40,50,11,192
Carleton College,MN,2,*,*,*,*,610,710,560,670,27,31,2694,1579,489,75,93,1870,12,19292,19292,3957,1623,2334,126,550,550,81,93,10.4,60,17960,91,638,486,394,521,807,604,505,659,68,36,45,4,155
College of Saint Benedict,MN,2,526,484,1010,23,430,610,420,550,21,26,938,864,511,29,62,1715,103,12247,12247,4221,1971,2250,88,500,600,70,88,13.1,26,8847,72,493,404,334,381,595,512,405,468,18,50,47,8,125
College of Saint Catherine,MN,2,469,482,951,22,420,550,420,550,20,25,511,411,186,23,51,1692,562,12224,12224,4440,2290,2150,220,450,1000,63,87,11.5,32,7315,77,428,369,326,356,515,448,385,427,27,53,54,9,143
College of St. Scholastica,MN,2,487,443,930,23,*,*,*,*,20,25,672,596,278,29,60,1350,275,11844,11844,3696,*,*,75,450,1146,54,76,11.6,33,8996,72,461,374,327,345,568,466,421,436,14,31,50,18,119
University of St. Thomas,MN,2,530,464,994,23,470,590,400,530,20,26,2057,1807,828,26,53,4106,982,11712,11712,4037,1716,2321,36,500,800,80,80,13.8,13,8546,89,563,429,366,402,702,538,465,508,31,104,146,29,310
Concordia College-Moorhead,MN,2,541,490,910,24,*,*,*,*,*,*,2007,1808,829,30,61,2917,82,10110,10110,3165,1760,1405,100,450,800,*,69,13.4,46,8129,69,527,419,356,413,638,503,426,496,47,38,60,21,166
Concordia College at St. Paul,MN,2,*,*,*,*,*,*,*,*,17,23,281,266,139,13,29,1049,181,10500,10500,3750,*,*,*,450,950,69,75,12.8,18,6955,45,407,363,319,353,493,443,394,433,14,12,23,1,50
Gustavus Adolphus College,MN,2,585,520,1105,25,520,660,450,590,22,28,1709,1385,634,36,72,2281,50,14125,14125,3600,3600,*,35,400,700,79,89,12.5,58,9907,80,486,402,338,408,625,507,423,518,59,47,44,12,162
Hamline University,MN,2,575,535,1110,25,520,620,460,610,22,28,1006,825,328,34,73,1362,102,13252,13252,4194,2026,2168,156,450,550,89,93,13.0,33,10296,65,556,451,342,461,706,575,424,583,58,29,27,8,128
Macalester College,MN,2,*,*,*,*,560,690,560,660,27,31,2939,1496,452,56,86,1723,113,15909,15909,4772,2480,2292,101,500,700,85,91,11.9,37,14213,77,639,492,406,514,807,622,500,645,46,32,36,7,121
Mankato State University,MN,1,*,*,*,*,*,*,*,*,17,24,3073,2672,1547,9,29,9649,1792,2600,4300,2643,2643,*,300,450,1660,57,68,19.0,11,5801,68,523,441,371,453,662,567,482,580,210,138,125,16,489
Moorhead State University,MN,1,*,*,*,22,*,*,*,*,*,*,2442,2164,1189,12,37,5983,1075,2134,4426,2664,2664,*,279,600,1000,76,81,18.1,19,4795,60,512,421,353,419,651,544,461,540,131,65,120,29,345
Northwestern College,MN,2,488,456,944,22,410,590,420,530,19,25,699,601,352,17,43,1209,33,11328,11328,3003,1095,1908,*,400,1885,45,45,14.5,16,9672,*,373,339,313,333,510,454,406,441,13,16,27,1,57
Southwest State University,MN,1,*,*,*,20,*,*,*,*,18,22,1047,938,511,13,33,2091,546,2285,4285,2750,2750,*,365,600,1800,58,75,16.5,31,6591,51,525,417,355,459,686,551,466,602,57,40,19,1,117
Saint Cloud State University,MN,1,*,*,*,*,*,*,*,*,18,23,3971,3306,1921,10,34,11493,2206,2270,4259,2625,1704,921,255,350,1884,70,75,18.9,10,4629,58,518,417,354,441,662,546,464,570,259,143,146,25,573
Saint John's University,MN,2,555,465,1020,24,500,620,410,520,21,26,933,800,444,18,45,1691,72,12247,12247,4081,2160,1921,88,500,600,76,85,12.0,38,9853,70,512,412,353,418,672,523,435,532,37,44,38,6,126
Saint Mary's College of Minnesota,MN,2,*,*,*,21,*,*,*,*,18,24,876,802,367,14,35,1263,118,10800,10800,3600,1700,1900,100,400,820,68,74,18.8,19,5081,78,488,396,295,389,595,483,358,473,28,23,27,3,81
Saint Olaf College,MN,2,580,520,1100,26,520,650,460,590,23,28,2248,1673,745,38,73,2888,105,14350,14350,3750,2050,1700,*,550,550,82,88,10.0,31,12502,83,551,417,355,446,673,509,430,543,82,93,49,11,235
University of Minnesota at Duluth,MN,1,*,*,*,22,*,*,*,*,20,24,4192,3126,1656,15,45,5887,1254,2994,8828,3474,*,*,310,753,2610,79,91,19.0,11,6393,53,551,446,386,458,719,591,520,606,90,112,72,11,285
University of Minnesota at Morris,MN,1,650,550,1200,26,550,750,450,650,23,29,1458,874,588,56,86,1846,154,3330,9843,3180,1365,1755,315,600,1500,74,78,14.6,16,6716,51,533,399,334,389,697,534,457,522,27,23,45,17,112
Winona State University,MN,1,490,460,950,22,430,575,400,550,21,26,3325,2047,1301,20,45,5800,872,2200,4200,2700,2700,*,400,300,1200,53,60,20.2,18,5318,58,515,420,358,430,652,537,454,547,118,73,85,17,293
University of Minnesota Twin Cities,MN,1,568,484,1052,23,500,650,420,550,20,26,11054,6397,3524,26,55,16502,21836,3171,8949,3744,1498,2246,414,714,2910,88,90,12.2,37,16122,45,662,468,418,557,842,613,552,719,785,468,271,12,1538
Bethel College,MN,2,*,*,*,*,*,*,*,*,*,*,856,698,310,*,*,1617,102,11050,11050,4000,1780,2220,*,*,*,60,68,12.1,13,10324,68,430,356,313,375,597,464,404,503,43,48,12,7,110
Avila College,MO,2,450,450,900,22,370,560,360,530,19,26,373,298,86,14,43,651,490,8950,8950,3800,3800,*,80,500,*,57,63,10.6,20,6639,54,379,340,295,317,459,404,349,377,10,13,17,12,52
Central Methodist College,MO,2,*,*,*,*,*,*,*,*,18,23,633,504,210,11,32,920,148,7780,7780,3370,1820,1550,270,600,1300,50,44,15.1,*,6850,49,402,336,252,310,478,403,308,374,11,20,22,3,56
Central Missouri State University,MO,1,*,*,*,21,*,*,*,*,18,22,4681,4101,1436,10,35,8094,1596,2310,4620,3288,1210,2078,*,300,2250,69,80,19.7,4,5501,50,517,440,379,429,630,538,467,526,158,103,135,53,451
Columbia College,MO,2,*,*,*,20,*,*,*,*,*,*,314,158,132,10,28,690,5346,8294,8294,3700,1372,2328,45,400,900,87,87,15.3,2,5015,37,362,307,273,299,437,375,336,364,10,11,22,3,46
Culver-Stockton College,MO,2,*,*,*,22,*,*,*,*,19,24,1576,1110,274,24,55,992,112,8000,8000,3700,*,*,*,400,500,51,52,14.1,28,5807,51,396,348,297,332,463,406,347,388,9,20,22,1,52
Drury College,MO,2,*,*,*,25,*,*,*,*,22,27,700,650,314,33,66,1065,48,8730,8730,3523,1824,1699,272,500,750,82,92,13.2,35,9303,67,448,394,323,375,546,483,400,460,26,23,31,2,87
Kansas City Art Institute,MO,2,454,465,919,23,*,*,*,*,*,*,639,427,182,*,*,527,32,6572,6572,*,*,*,336,1510,1695,*,*,9.4,8,10396,58,440,*,299,373,535,*,357,450,26,1,13,7,47
Lincoln University,MO,1,*,*,*,18,*,*,*,*,*,*,1400,1396,688,5,19,2019,1287,1800,3600,2728,1112,1616,110,*,*,36,36,14.4,*,5363,*,414,335,282,308,506,413,350,381,22,22,45,30,119
Lindenwood College,MO,2,435,435,870,22,400,500,400,500,19,23,810,484,356,6,33,2155,191,9200,9200,4800,2400,2400,200,1000,4200,65,85,24.1,9,3480,100,416,367,306,340,477,422,354,392,15,27,55,0,97
Maryville University,MO,2,506,457,963,24,430,590,400,500,21,27,549,397,169,26,51,1343,1751,9250,9250,4550,4550,*,*,425,1350,52,58,13.1,13,5925,61,449,355,310,359,548,434,378,442,26,13,27,12,78
Missouri Southern State College,MO,1,*,*,*,*,*,*,*,*,18,24,1576,1326,913,13,50,3689,2200,1920,3840,2852,*,*,86,200,400,52,54,20.3,9,4172,100,489,406,349,389,592,496,430,476,42,50,67,28,187
Missouri Valley College,MO,2,400,400,800,18,300,500,300,500,16,20,1310,983,316,5,35,1057,175,8550,8550,5050,2525,2525,100,400,900,35,67,17.4,16,4333,27,*,318,285,302,*,379,334,357,4,18,22,3,47
Missouri Western State College,MO,1,*,*,*,19,*,*,*,*,17,21,1887,1870,848,8,30,3615,1446,1998,3900,2611,1307,1304,128,500,2000,54,64,19.0,*,4602,40,473,393,334,385,580,483,414,474,44,44,64,9,161
Northeast Missouri State University,MO,1,*,*,*,26,*,*,*,*,23,28,6040,4577,1620,36,72,5640,266,2704,4856,3416,3080,*,118,400,1100,69,72,15.7,13,6601,76,505,411,342,385,615,502,422,473,54,103,142,27,328
Northwest Missouri State University,MO,1,*,*,*,*,*,*,*,*,18,24,2729,2535,1257,8,29,4787,472,2130,3735,3136,3136,*,67,250,1630,62,65,21.7,23,5284,54,526,404,348,379,634,490,425,461,48,49,85,36,231
Park College,MO,2,*,*,*,*,400,440,380,420,18,24,270,225,65,15,35,3440,4103,3750,3750,3900,*,*,*,700,800,39,54,18.4,*,3019,49,341,320,283,299,407,388,336,356,10,8,24,3,45
Rockhurst College,MO,2,*,*,*,*,400,600,400,500,22,27,935,858,345,22,50,1127,754,9490,9490,4100,4100,*,270,500,1500,60,79,10.7,21,7519,79,448,380,350,369,548,460,422,448,15,31,33,9,88
College of the Ozarks,MO,2,*,*,*,21,*,*,*,*,19,22,3258,338,326,9,40,1277,195,*,*,1900,*,*,120,600,500,53,59,14.3,21,9192,87,446,392,350,393,547,483,425,482,27,25,23,4,79
Southeast Missouri State University,MO,1,*,*,*,*,*,*,*,*,19,24,2281,1870,1408,18,43,6553,1246,2550,4680,3540,2120,1420,120,200,2150,75,76,17.1,8,5916,45,505,432,359,416,612,527,441,508,113,99,106,45,363
Southwest Missouri State University,MO,1,*,*,*,22,*,*,*,*,*,*,6118,5254,3204,15,37,13131,3374,2370,4740,2590,880,1710,166,500,1360,70,75,19.9,11,4632,56,516,422,364,417,617,510,441,502,247,151,180,43,671
Saint Louis University,MO,2,*,*,*,*,480,620,420,550,21,27,3294,2855,956,44,67,4576,1140,11690,11690,4730,2300,2430,80,800,6800,84,94,4.6,19,18367,67,657,475,402,500,783,575,484,600,133,111,120,31,395
Stephens College,MO,2,474,426,900,21,380,510,360,480,19,23,450,405,194,17,34,614,388,13900,13900,5200,2400,2800,*,450,2150,46,63,10.9,17,9995,59,*,*,*,282,*,*,*,364,0,0,0,0,62
University of Missouri at Columbia,MO,1,564,502,1066,25,470,620,430,570,22,28,6574,4637,2940,32,62,14782,1583,3030,9057,3485,3485,*,414,600,1983,87,87,12.7,15,10145,58,603,456,407,485,729,560,499,592,336,256,244,63,899
University of Missouri at Rolla,MO,1,655,547,1202,27,590,710,480,600,25,31,1877,1826,823,49,77,3926,561,3030,9057,3600,*,*,551,700,1435,88,88,14.4,23,9699,49,663,508,454,564,802,626,557,686,114,79,56,4,253
University of Missouri at Kansas City,MO,1,*,*,*,24,*,*,*,*,22,27,1901,1340,655,33,64,3416,1984,3475,9501,3685,1980,1705,*,*,*,98,98,11.6,8,12453,44,580,445,381,473,702,545,467,577,151,167,107,9,434
University of Missouri at Saint Louis,MO,1,*,*,*,*,*,*,*,*,20,25,1618,1141,479,18,54,4793,4552,2424,7246,3964,*,*,348,500,4288,71,73,13.4,15,6433,48,576,460,412,476,699,561,503,579,86,103,110,5,304
Washington University,MO,2,*,*,*,*,600,710,510,620,26,31,7654,5259,1254,62,93,4879,1274,18350,18350,5775,3431,2344,184,768,1512,91,98,3.9,31,45702,90,782,534,451,601,952,652,540,730,264,136,175,18,620
Webster University,MO,2,494,511,1005,23,460,550,460,580,20,25,665,462,226,17,44,1739,1550,9160,9160,4340,2100,2240,50,500,500,68,68,20.6,14,6951,48,505,435,325,395,623,542,414,495,28,29,55,0,115
Westminster College,MO,2,520,480,1000,24,330,660,360,600,19,29,662,553,184,20,43,665,37,10720,10720,4050,1870,2180,200,600,1650,66,70,12.5,20,7925,62,451,390,298,381,549,481,361,465,17,17,12,4,50
William Jewell College,MO,2,550,510,1060,24,490,600,440,570,21,27,663,547,315,32,67,1279,75,10060,10060,2970,1780,1190,256,500,2600,74,80,11.2,19,7885,59,422,342,306,364,529,458,391,463,42,12,31,3,88
William Woods University,MO,2,482,459,941,21,430,550,380,520,19,24,469,435,227,17,39,851,120,10535,10535,4365,2250,2115,140,550,3700,39,66,12.9,16,7438,52,370,303,290,312,476,374,350,390,13,13,13,5,45
Missouri Baptist College,MO,2,*,*,*,20,*,*,*,*,12,22,308,*,110,5,23,606,1142,5780,5780,2650,2650,*,180,*,*,52,55,17.9,*,3493,32,*,294,281,265,*,389,360,344,1,7,10,11,29
Hannibal-LaGrange College,MO,2,*,*,*,20,*,*,*,*,*,*,233,201,169,10,37,493,382,6050,6050,2510,2510,*,260,500,4680,38,45,11.9,15,5736,*,*,284,248,258,*,366,308,324,4,8,21,5,38
Alcorn State University,MS,1,*,*,*,18,*,*,*,*,*,*,2928,1853,481,*,*,2326,235,4474,6616,*,*,*,*,600,1035,45,51,14.1,2,3913,35,419,371,326,320,534,473,414,406,25,35,35,73,168
Belhaven College,MS,2,455,467,922,23,*,*,*,*,*,*,248,197,121,24,51,736,347,7600,7600,2805,2805,*,110,600,725,60,74,15.8,*,5160,*,364,304,298,314,423,355,348,366,9,8,15,2,34
Blue Mountain College,MS,2,*,*,*,19,*,*,*,*,15,22,75,75,47,*,*,263,127,3660,3660,2090,690,1400,272,500,2310,33,33,11.3,*,5478,66,284,259,*,263,347,315,*,322,6,12,5,2,25
