FICE	name	State	type	SATm	SATv	SAT	ACT	SATm25	SATm75	SATv25	SATv75	ACT25	ACT75	new.applied	new.accepted	new.enrolled	new.top10HS	new.top25HS	undergrads	parttime	tuition.in	tuition	room+board	room	board	cost.fees	cost.books	cost.pers	fac.phd	fac.term	sf.ratio	donate	exp.stud	graduate	College	College.aaup	State.aaup	type.aaup	sal.prof	sal.assoc	sal.assist	sal.all	comp.prof	comp.assoc	comp.assist	comp.all	profs	assocs	assists	instruct	faculty
1950	                        Wichita State U.	KS	public	*	*	*	21	*	*	*	*	18	24	 2901	 2236	 896	*	 39	 6550	 5083	 1650	 6994	3299	*	*	 465	 450	 350	 82	 87	20.4	17	 5950	 32	                     Wichita State University	       Wichita State University	KS	IIA	 555	417	361	415	 679	518	450	 514	101	154	188	 24	 467
7032	                  MidAmerica Nazarene C.	KS	private	*	*	*	22	*	*	*	*	18	24	  331	  331	 225	15	 36	 1100	  166	 6840	 6840	3720	*	*	 472	1100	4913	 33	 33	15.4	20	 5524	 49	                  MidAmerica Nazarene College	   Mid-America Nazarene College	KS	IIB	 371	305	265	300	 457	378	329	 372	 18	 12	 24	  6	  60
10256	                          Benedictine C.	KS	private	*	*	*	*	400	470	430	540	19	27	  632	  620	 222	14	 24	  702	  501	 9550	 9550	3850	2250	1600	 210	 350	 250	 64	 84	14.1	18	 5922	 58	                          Benedictine College	            Benedictine College	KS	IIB	 335	316	278	296	 374	368	327	 342	 11	 16	 16	  7	  50
1954	                           Bellarmine C.	KY	private	515	474	 989	23	460	580	410	540	20	26	  807	  707	 308	39	 63	 1198	  605	 8840	 8840	2950	1950	1000	 100	 750	1290	 74	 82	13.1	31	 6668	 84	                           Bellarmine College	             Bellarmine College	KY	IIA	 473	385	326	394	 583	480	396	 482	 32	 18	 27	  7	  84
1955	                                Berea C.	KY	private	514	465	 979	22	*	*	*	*	*	*	 1836	  599	 455	35	 60	 1540	   51	*	*	2835	1355	1480	 188	 450	1027	 77	 81	13.2	34	11719	 57	                                Berea College	                  Berea College	KY	IIB	 552	428	355	436	 675	518	421	 525	 32	 43	 31	  6	 112
1958	                              Brescia C.	KY	private	*	*	*	*	*	*	*	*	18	24	  307	  260	  99	17	 42	  452	  249	 7500	 7500	3200	3200	*	*	 650	*	 49	 54	10.1	57	 6554	 56	                              Brescia College	                Brescia College	KY	IIB	*	322	273	299	*	390	324	 357	  4	 10	 14	  4	  32
1959	                       Campbellsville C.	KY	private	*	*	*	*	*	*	*	*	19	25	  848	  587	 298	25	 55	  935	  184	 6060	 6060	3070	1850	1220	*	 600	1300	 62	 66	17.7	13	 5391	 49	                       Campbellsville College	         Campbellsville College	KY	IIB	 342	278	252	277	 422	350	318	 347	 12	 11	 16	  7	  46
1960	                             Spalding U.	KY	private	*	*	*	20	*	*	*	*	*	*	  283	  201	  97	10	 45	  589	  263	 8400	 8400	2800	*	*	  96	 600	 900	 50	 56	10.6	40	 6860	 89	                          Spalding University	            Spalding University	KY	IIB	 359	315	289	313	 416	370	333	 363	 15	 22	 26	  3	  66
1961	                               Centre C.	KY	private	575	534	1109	27	500	650	480	590	25	29	 1013	  888	 288	55	 82	  943	    7	11850	11850	4270	2120	2150	 350	 600	 900	 95	 99	11.4	60	13118	 74	                               Centre College	                 Centre College	KY	IIB	 521	418	351	431	 653	514	423	 532	 27	 21	 21	  4	  73
1962	                           Cumberland C.	KY	private	470	420	 890	21	410	540	350	480	18	24	  995	  789	 398	26	 47	 1306	  122	 6230	 6230	3526	3526	*	  32	 400	 600	 42	 44	13.0	 4	 8189	 63	                           Cumberland College	             Cumberland College	KY	IIB	 354	291	272	286	 438	362	337	 355	 17	 23	 32	 20	  97
1963	                          E. Kentucky U.	KY	public	*	*	*	19	*	*	*	*	*	*	 5443	 5135	2445	*	*	11208	 3350	 1700	 4700	3196	1960	1236	*	 600	*	 82	 82	19.8	*	 5394	 39	                  Eastern Kentucky University	    Eastern Kentucky University	KY	IIA	 519	439	371	442	 648	551	468	 555	237	135	185	 29	 586
1964	                           Georgetown C.	KY	private	*	*	*	22	*	*	*	*	20	26	  727	  693	 286	30	 55	 1063	   48	 8000	 8100	3950	1975	1975	  50	 550	 550	 73	 76	13.3	28	 7508	 55	                           Georgetown College	             Georgetown College	KY	IIB	 398	338	297	343	 493	418	352	 420	 29	 18	 19	  6	  72
1968	                       Kentucky State U.	KY	public	*	*	*	*	348	480	290	415	16	20	 1636	  952	 424	 6	 22	 1544	  896	 1340	 4120	2682	1456	1226	 100	 510	*	 60	 61	15.0	*	 8372	 19	                    Kentucky State University	      Kentucky State University	KY	IIB	 460	403	329	377	 576	505	416	 474	 26	 35	 52	  5	 118
1969	                    Kentucky Wesleyan C.	KY	private	450	410	 860	22	410	540	360	490	19	25	  584	  497	 175	20	 49	  662	  121	 8000	 8000	4150	2300	1850	 200	 500	1300	 57	 65	11.3	32	 7058	 62	                    Kentucky Wesleyan College	      Kentucky Wesleyan College	KY	IIB	 383	326	292	327	 474	404	358	 405	 17	 18	 11	  5	  51
1972	                       Lindsey Wilson C.	KY	private	*	*	*	18	*	*	*	*	*	*	 1089	  865	 382	*	*	 1006	  164	 6600	 6600	3550	1400	2150	  80	 400	 500	 32	*	19.3	*	 5067	*	                       Lindsey Wilson College	         Lindsey Wilson College	KY	IIB	*	359	278	294	*	427	331	 349	  2	  7	 11	 18	  38
1976	                       Morehead State U.	KY	public	*	*	*	20	*	*	*	*	17	21	 2825	 2495	1300	*	*	 6311	  975	 1580	 4740	2950	*	*	 320	 500	1050	 58	 58	19.9	 8	 5175	 52	                    Morehead State University	      Morehead State University	KY	IIA	 478	395	322	373	 600	498	410	 472	 87	 89	123	 37	 336
1977	                         Murray State U.	KY	public	*	*	*	22	*	*	*	*	19	24	 2225	 1910	1190	29	 55	 5968	  955	 1580	 4738	3110	1290	1820	 280	 700	 940	 72	 76	20.2	27	 5972	 52	                      Murray State University	        Murray State University	KY	IIA	 462	396	342	383	 601	520	451	 503	 95	101	101	  7	 336
1980	                            Pikeville C.	KY	private	*	*	*	*	*	*	*	*	15	22	  404	  400	 169	28	 48	  797	  100	 6000	 6000	3000	3000	*	 130	 500	 500	 48	 57	13.4	14	 5557	 61	                            Pikeville College	              Pikeville College	KY	IIB	 359	314	275	304	 434	377	332	 367	  8	 25	 15	  3	  51
1987	                         Transylvania U.	KY	private	564	532	1096	26	500	650	460	610	23	29	  759	  729	 244	57	 81	  867	   51	10900	10900	4450	2480	1970	 450	 500	1000	 81	 91	12.1	41	10219	 70	                      Transylvania University	        Transylvania University	KY	IIB	 447	393	318	384	 627	526	424	 521	 18	 25	 18	  2	  63
1988	                                Union C.	KY	private	440	390	 830	20	340	480	300	430	17	26	  484	  384	 177	 9	 45	  634	   78	 7800	 7800	2950	2950	*	*	 500	 600	 60	 88	14.1	 9	 6864	 64	                                Union College	                  Union College	KY	IIB	 314	287	255	277	 383	353	304	 335	 11	 20	  8	  9	  48
1989	                             U. Kentucky	KY	public	*	*	*	25	*	*	*	*	21	26	 7769	 5689	2675	*	*	14931	 2596	 2160	 6640	3226	*	*	 330	 450	1340	 95	 97	12.2	12	11098	 52	                       University of Kentucky	         University of Kentucky	KY	I	 634	473	418	521	 760	574	504	 628	470	416	308	  6	1200
1999	                           U. Louisville	KY	public	*	*	*	21	*	*	*	*	*	*	 4777	 3057	1823	16	 33	 9844	 6198	 2180	 6540	3600	*	*	 210	 530	2440	 84	 92	11.1	24	10207	 31	                     University of Louisville	       University of Louisville	KY	I	 584	442	368	476	 715	547	449	 584	276	208	169	 12	 674
2001	                          Thomas More C.	KY	private	512	452	 964	23	*	*	*	*	*	*	  808	  594	 218	*	*	  756	  502	 9490	 9490	3892	2248	1644	 110	 400	 880	 65	 55	10.5	18	 7678	 66	                          Thomas More College	            Thomas More College	KY	IIB	 352	324	277	312	 432	394	345	 382	 12	 30	 18	  1	  62
2002	                          W. Kentucky U.	KY	public	*	*	*	*	*	*	*	*	18	23	 4441	 3260	2082	*	*	10264	 2910	 1801	 4961	3149	1316	1833	 221	 500	1100	 66	 70	19.1	10	 5063	 45	                  Western Kentucky University	    Western Kentucky University	KY	IIA	 485	408	347	413	 613	517	442	 524	223	135	144	 43	 553
9275	                    Northern Kentucky U.	KY	public	*	*	*	*	*	*	*	*	17	22	 2920	 2506	1682	*	*	 7112	 3832	 1720	 4720	2900	2900	*	*	 500	 500	 66	 77	17.7	20	 4745	 52	                 Northern Kentucky University	   Northern Kentucky University	KY	IIA	 506	427	350	388	 623	529	432	 478	 83	 96	 90	 14	 341
2003	               Centenary C. of Louisiana	LA	private	550	500	1060	25	460	610	440	570	22	28	  495	  434	 210	35	 55	  775	   44	 8950	 8950	3490	1470	2020	 306	 600	1900	 86	 92	11.3	25	 9685	 66	               Centenary College of Louisiana	       Centenary College of La.	LA	IIB	 499	380	324	412	 625	468	396	 512	 28	 20	 16	  2	  66
2004	                              Dillard U.	LA	private	*	*	*	20	*	*	*	*	*	*	 1998	 1376	 651	41	 88	 1539	   45	 6700	 6700	3650	*	*	*	 500	2307	 52	 52	14.1	12	 7566	 61	                           Dillard University	             Dillard University	LA	IIB	 494	373	342	350	 567	437	398	 406	  8	 15	 59	 10	  96
2005	                       Nicholls State U.	LA	public	*	*	*	19	*	*	*	*	16	21	 2020	 1898	1092	*	*	 4921	 1338	 1980	 4572	2550	*	*	  37	 600	2307	 65	 65	21.8	*	 4466	 36	                    Nicholls State University	      Nicholls State University	LA	IIB	 440	361	316	338	 535	439	385	 412	 72	 67	 82	 40	 286
2006	                      Grambling State U.	LA	public	*	*	*	*	*	*	*	*	15	18	 4847	 3518	1900	27	 65	 6567	  261	 1044	 1044	1306	 775	 531	  12	 500	1200	 46	 44	24.6	*	 5034	 58	                   Grambling State University	     Grambling State University	LA	IIA	 442	392	329	349	 491	437	369	 391	 48	 48	124	 45	 265
2007	                            Louisiana C.	LA	private	*	*	*	*	*	*	*	*	21	23	 2013	 1053	 212	33	 61	  912	  158	 5150	 5150	3036	*	*	 420	 500	1655	 64	 74	10.5	11	 7547	 59	                            Louisiana College	              Louisiana College	LA	IIB	 375	324	308	338	 484	427	401	 440	 25	 13	 18	  4	  60
2008	                       Louisiana Tech U.	LA	public	*	*	*	22	*	*	*	*	19	25	 2397	 2144	1525	22	 45	 6720	 1822	 2262	 3957	2325	1245	1080	*	 618	1656	 66	 77	20.0	13	 4546	 45	                    Louisiana Tech University	      Louisiana Tech University	LA	IIA	 472	408	344	391	 549	494	418	 467	129	 93	131	 36	 389
2010	       Louisiana State U. at Baton Rouge	LA	public	529	468	 997	23	460	610	400	540	20	26	 5996	 4993	3079	29	 57	16269	 3757	 2625	 5925	2980	1720	1260	  75	 600	2242	 83	 87	15.9	11	 6741	 37	    Louisiana State University at Baton Rouge	   Louisiana St.Univ.and A&M C.	LA	I	 594	437	379	464	 711	527	461	 559	561	387	313	178	1439
2013	        Louisiana State U. at Shreveport	LA	public	*	*	*	*	*	*	*	*	17	22	  675	  645	 500	*	*	 2413	 1477	 1950	 4990	1680	*	1680	 130	 617	2307	 62	 75	18.1	*	 4287	 35	     Louisiana State University at Shreveport	   Louisiana St.Univ.Shreveport	LA	IIA	 458	414	337	385	 539	498	403	 458	 53	 37	 48	 18	 156
2015	                          U. New Orleans	LA	public	500	447	 947	21	*	*	*	*	18	23	 2406	 2139	1501	*	*	 8158	 3643	 2362	 5154	3116	1557	1566	*	 800	1790	 75	 75	17.9	11	 5260	 19	                    University of New Orleans	      University of New Orleans	LA	IIA	 512	378	352	404	 609	453	423	 483	199	128	116	 67	 510
2016	                               Loyola U.	LA	private	540	510	1050	25	480	590	440	570	23	27	 1891	 1698	 719	24	 80	 2740	  761	11100	11100	5870	2980	2890	 190	 600	 750	 77	 88	11.7	14	 9456	 53	                            Loyola University	              Loyola University	LA	IIA	 593	451	393	476	 728	560	482	 587	 77	103	 45	  2	 241
2017	                        McNeese State U.	LA	public	*	*	*	19	*	*	*	*	16	21	 2066	 2031	1525	*	*	 6020	 1317	 1966	 3450	2310	1110	1200	*	 650	1608	 69	 73	21.1	12	 3976	 34	                     McNeese State University	       McNeese State University	LA	IIA	 456	374	323	363	 554	458	398	 446	 76	 77	104	 33	 290
2020	                       N.E. Louisiana U.	LA	public	*	*	*	20	*	*	*	*	16	22	 2963	 2814	1840	*	 41	 8718	 1707	 1644	 3804	1980	*	*	 282	 617	1655	 57	 61	20.6	17	 4092	 21	               Northeast Louisiana University	      Northeast Louisiana Univ.	LA	IIA	 459	376	325	343	 559	458	396	 418	 88	102	159	100	 449
2021	                 N.W. State U. Louisiana	LA	public	*	*	*	20	*	*	*	*	16	22	 2671	 2671	1330	*	*	 5742	 1969	 2040	 4040	2216	1236	 980	 143	 500	1600	 67	 69	29.5	11	 4587	 33	   Northwestern State University of Louisiana	       Northwestern State Univ.	LA	IIA	 418	360	312	335	 500	432	375	 403	 44	 47	 98	 34	 223
2023	               Our Lady of Holy Cross C.	LA	private	*	*	*	*	*	*	*	*	*	*	  246	  217	 171	*	*	  674	  472	 4400	 4400	*	*	*	  95	 534	*	 72	 83	16.1	*	 5053	 73	               Our Lady of Holy Cross College	   Our Lady of Holy Cross Coll.	LA	IIB	*	306	325	314	*	378	400	 385	  1	  9	  9	  6	  25
2024	                       S.E. Louisiana U.	LA	public	*	*	*	19	*	*	*	*	*	*	 3247	 3247	2297	*	*	 9724	 2192	 1910	 3854	2230	1030	1200	*	 250	*	 61	 61	24.3	13	 3666	 29	            Southeastern Louisiana University	   Southeastern Louisiana Univ.	LA	IIA	 468	405	329	348	 566	486	398	 421	 68	 68	163	 90	 389
2026	              Southern U. at New Orleans	LA	public	*	*	*	17	*	*	*	*	10	18	  900	  900	 490	10	 30	 2911	 1089	 1451	 3009	*	*	*	*	 600	*	 62	 68	19.6	*	 4355	 35	           Southern University at New Orleans	   Southern Univ.at New Orleans	LA	IIB	 406	329	298	320	 487	397	361	 387	 23	 22	 64	 11	 120
2029	                               Tulane U.	LA	private	*	*	*	*	560	670	490	616	*	*	 7033	 5125	1223	47	 75	 4941	 1534	19040	19040	5950	2690	3260	 510	 350	 800	 98	 98	 9.1	21	16920	 74	                            Tulane University	              Tulane University	LA	I	 713	514	418	564	 876	646	514	 699	172	166	115	  3	 456
2031	                       U. S.W. Louisiana	LA	public	*	*	*	19	*	*	*	*	16	21	 4299	 4250	2664	*	*	11767	 3219	 1898	 4898	2082	*	*	*	 560	*	 63	 67	22.7	 9	 4099	 30	         University of Southwestern Louisiana	   Univ. Southwestern Louisiana	LA	I	 533	409	359	402	 633	493	434	 483	147	136	167	 98	 548
2032	                     Xavier U. Louisiana	LA	private	469	438	 890	21	395	535	375	496	18	23	 2097	 1915	 695	34	 61	 2793	  166	 6900	 6900	4200	*	*	 200	 617	 781	 67	 75	14.4	20	 8323	 49	               Xavier University of Louisiana	       Xavier University of La.	LA	IIA	 459	389	332	352	 546	456	386	 413	 37	 41	 91	 34	 203
9636	                Southern U. and A & M C.	LA	public	*	*	*	17	*	*	*	*	14	18	 2431	 2416	1711	37	 45	 7534	  775	 2028	 3950	2982	1208	1508	*	 600	 600	 50	 50	15.9	*	 5244	 33	        Southern University and A & M College	   Southern Univ.A&M Coll.-Main	LA	IIA	 455	392	336	367	 538	464	398	 434	100	 88	210	 48	 446
2115	                              Amherst C.	MA	private	685	639	1324	25	640	740	600	690	28	32	 4302	  992	 418	83	 96	 1593	    5	19760	19760	5300	2650	2650	 272	 660	1598	 93	 98	 8.4	63	21424	100	                              Amherst College	                Amherst College	MA	IIB	 726	516	425	610	 917	661	546	 774	 87	 23	 43	  0	 153
2117	                           Anna Maria C.	MA	private	*	*	*	*	420	490	410	480	*	*	  350	  283	  82	 9	 34	  367	  406	10800	10800	4835	*	*	 550	 500	*	 45	 45	11.7	13	 5982	 82	                           Anna Maria College	             Anna Maria College	MA	IIB	 407	364	318	341	 499	470	377	 416	  6	  9	 14	  4	  33
2118	                           Assumption C.	MA	private	*	*	*	*	430	530	400	500	*	*	 2135	 1700	 491	23	 59	 1708	  689	12000	12000	5920	*	*	 125	 500	 500	 93	 93	13.8	30	 7100	 88	                           Assumption College	             Assumption College	MA	IIB	 479	400	325	385	 610	518	413	 492	 22	 42	 40	  3	 107
2120	                            Merrimack C.	MA	private	520	480	1000	*	470	530	430	520	*	*	 1981	 1541	 514	18	 36	 1927	 1084	12500	12500	6200	2750	3450	 175	 375	1000	 73	 75	16.8	22	 8707	 80	                            Merrimack College	              Merrimack College	MA	IIB	 507	393	326	395	 652	518	407	 510	 24	 63	 38	  0	 125
2121	                               Babson C.	MA	private	*	*	*	*	520	630	430	530	*	*	 2007	 1139	 407	30	 68	 1680	*	16600	16600	6985	2495	4490	 660	 500	1045	 93	 93	16.8	18	15286	 94	                               Babson College	                 Babson College	MA	IIB	 787	613	557	633	 975	769	700	 790	 31	 45	 31	  3	 119
2124	                              Bentley C.	MA	private	*	*	*	*	480	600	400	500	*	*	 3466	 2330	 640	20	 60	 3095	 1533	13800	13800	5510	2730	2780	  65	 630	 850	 87	 87	17.5	20	10941	 82	                              Bentley College	                Bentley College	MA	IIA	 717	566	493	575	 894	708	599	 712	 48	 84	 56	 10	 198
2126	                     Berklee C. of Music	MA	private	*	*	*	*	*	*	*	*	*	*	 1975	 1516	 712	*	*	 2223	  304	11550	11550	6990	*	*	 385	 400	1115	 15	 54	10.2	 2	 9719	 38	                     Berklee College of Music	       Berklee College of Music	MA	IIB	 504	402	329	381	 605	491	405	 466	 17	 59	 61	  2	 139
2128	                               Boston C.	MA	private	*	*	*	*	600	690	520	610	*	*	13112	 6179	2154	66	 94	 8807	*	16640	16640	6960	3130	3830	 448	 500	1300	 95	 95	16.6	27	10989	 90	                               Boston College	                 Boston College	MA	I	 784	569	496	614	 964	717	604	 761	165	245	126	 10	 556
2132	                             Bradford C.	MA	private	*	*	*	*	*	*	*	*	*	*	  443	  330	 151	 5	 36	  453	   42	14080	14080	6270	3500	2750	 260	 500	 900	 57	 80	10.2	21	15387	 46	                             Bradford College	               Bradford College	MA	IIB	 447	352	310	346	 557	450	384	 435	  9	 18	  8	  6	  41
2133	                             Brandeis U.	MA	private	*	*	*	*	570	690	530	640	*	*	 4186	 2743	 740	48	 77	 2819	   62	19380	19380	6750	3500	3250	 450	 410	1000	 90	 97	 9.8	24	17150	 84	                          Brandeis University	            Brandeis University	MA	I	 687	493	403	550	 859	619	496	 686	142	 71	 40	  3	 299
2139	                                Clark U.	MA	private	*	*	*	*	500	630	440	560	*	*	 2887	 2059	 457	30	 61	 1928	  296	17500	17500	4200	2000	2200	 440	 500	 950	 94	 95	10.5	35	11951	 79	                             Clark University	               Clark University	MA	IIA	 664	469	395	522	 822	593	488	 651	 58	 64	 38	  0	 160
